Comuna;FECHA_INMUNIZACION;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio;Vacuna
Calera de Tango;2023-02-20;1ra dosis;2;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-02-22;1ra dosis;1;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-02-23;1ra dosis;1;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-02-24;1ra dosis;1;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-02-27;1ra dosis;4;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-02-28;1ra dosis;1;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-01;1ra dosis;1;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-02;1ra dosis;1;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-03;1ra dosis;2;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-06;1ra dosis;3;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-08;1ra dosis;1;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-10;1ra dosis;3;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-11;1ra dosis;1;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-13;1ra dosis;3;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-14;1ra dosis;2;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-16;1ra dosis;1;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-17;1ra dosis;2;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-22;1ra dosis;3;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-24;1ra dosis;1;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-27;1ra dosis;2;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-28;1ra dosis;1;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-29;1ra dosis;1;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-03-30;1ra dosis;1;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-04-03;1ra dosis;2;Vacunación Programática;Sur;Varicela
Calera de Tango;2023-04-06;1ra dosis;2;Vacunación Programática;Sur;Varicela
Cerrillos;2023-01-03;1ra dosis;1;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-04;1ra dosis;5;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-05;1ra dosis;4;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-06;1ra dosis;5;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-07;1ra dosis;1;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-09;1ra dosis;3;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-10;1ra dosis;1;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-11;1ra dosis;5;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-12;1ra dosis;1;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-13;1ra dosis;1;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-16;1ra dosis;1;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-17;1ra dosis;2;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-18;1ra dosis;3;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-19;1ra dosis;4;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-20;1ra dosis;2;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-21;1ra dosis;1;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-23;1ra dosis;4;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-24;1ra dosis;5;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-26;1ra dosis;3;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-27;1ra dosis;2;Vacunación Programática;Central;Varicela
Cerrillos;2023-01-30;1ra dosis;3;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-01;1ra dosis;7;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-02;1ra dosis;6;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-03;1ra dosis;4;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-06;1ra dosis;1;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-07;1ra dosis;5;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-08;1ra dosis;4;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-09;1ra dosis;2;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-13;1ra dosis;9;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-14;1ra dosis;4;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-15;1ra dosis;2;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-16;1ra dosis;3;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-17;1ra dosis;2;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-20;1ra dosis;5;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-21;1ra dosis;2;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-22;1ra dosis;3;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-23;1ra dosis;6;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-24;1ra dosis;3;Vacunación Programática;Central;Varicela
Cerrillos;2023-02-27;1ra dosis;2;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-01;1ra dosis;5;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-02;1ra dosis;2;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-03;1ra dosis;1;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-04;1ra dosis;1;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-06;1ra dosis;3;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-07;1ra dosis;3;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-09;1ra dosis;4;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-10;1ra dosis;7;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-11;1ra dosis;2;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-13;1ra dosis;4;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-14;1ra dosis;8;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-15;1ra dosis;2;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-16;1ra dosis;4;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-17;1ra dosis;4;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-20;1ra dosis;5;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-21;1ra dosis;1;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-22;1ra dosis;2;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-23;1ra dosis;4;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-24;1ra dosis;2;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-27;1ra dosis;6;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-28;1ra dosis;4;Vacunación Programática;Central;Varicela
Cerrillos;2023-03-29;1ra dosis;4;Vacunación Programática;Central;Varicela
Cerrillos;2023-04-03;1ra dosis;2;Vacunación Programática;Central;Varicela
Cerrillos;2023-04-04;1ra dosis;1;Vacunación Programática;Central;Varicela
Cerrillos;2023-04-05;1ra dosis;6;Vacunación Programática;Central;Varicela
Cerrillos;2023-04-06;1ra dosis;5;Vacunación Programática;Central;Varicela
Cerro Navia;2023-01-03;1ra dosis;3;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-04;1ra dosis;5;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-05;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-06;1ra dosis;3;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-09;1ra dosis;12;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-10;1ra dosis;7;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-11;1ra dosis;8;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-12;1ra dosis;5;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-13;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-16;1ra dosis;4;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-17;1ra dosis;4;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-18;1ra dosis;5;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-19;1ra dosis;3;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-20;1ra dosis;6;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-23;1ra dosis;6;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-24;1ra dosis;7;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-25;1ra dosis;6;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-26;1ra dosis;7;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-27;1ra dosis;6;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-30;1ra dosis;10;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-01-31;1ra dosis;3;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-01;1ra dosis;3;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-02;1ra dosis;3;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-03;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-06;1ra dosis;5;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-07;1ra dosis;6;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-08;1ra dosis;7;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-09;1ra dosis;5;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-10;1ra dosis;4;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-13;1ra dosis;6;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-15;1ra dosis;6;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-16;1ra dosis;4;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-17;1ra dosis;4;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-20;1ra dosis;6;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-21;1ra dosis;8;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-22;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-23;1ra dosis;8;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-24;1ra dosis;3;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-27;1ra dosis;12;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-02-28;1ra dosis;5;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-01;1ra dosis;3;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-02;1ra dosis;8;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-03;1ra dosis;4;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-06;1ra dosis;5;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-07;1ra dosis;8;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-08;1ra dosis;5;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-09;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-10;1ra dosis;3;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-11;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-13;1ra dosis;9;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-14;1ra dosis;6;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-16;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-17;1ra dosis;4;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-20;1ra dosis;6;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-21;1ra dosis;4;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-22;1ra dosis;3;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-23;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-24;1ra dosis;4;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-27;1ra dosis;10;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-28;1ra dosis;3;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-29;1ra dosis;3;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-03-30;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-04-03;1ra dosis;8;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-04-04;1ra dosis;4;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-04-05;1ra dosis;4;Vacunación Programática;Occidente;Varicela
Cerro Navia;2023-04-06;1ra dosis;5;Vacunación Programática;Occidente;Varicela
Colina;2023-01-03;1ra dosis;11;Vacunación Programática;Norte;Varicela
Colina;2023-01-04;1ra dosis;6;Vacunación Programática;Norte;Varicela
Colina;2023-01-05;1ra dosis;14;Vacunación Programática;Norte;Varicela
Colina;2023-01-06;1ra dosis;7;Vacunación Programática;Norte;Varicela
Colina;2023-01-07;1ra dosis;1;Vacunación Programática;Norte;Varicela
Colina;2023-01-09;1ra dosis;5;Vacunación Programática;Norte;Varicela
Colina;2023-01-10;1ra dosis;8;Vacunación Programática;Norte;Varicela
Colina;2023-01-11;1ra dosis;5;Vacunación Programática;Norte;Varicela
Colina;2023-01-12;1ra dosis;8;Vacunación Programática;Norte;Varicela
Colina;2023-01-13;1ra dosis;11;Vacunación Programática;Norte;Varicela
Colina;2023-01-14;1ra dosis;2;Vacunación Programática;Norte;Varicela
Colina;2023-01-16;1ra dosis;6;Vacunación Programática;Norte;Varicela
Colina;2023-01-17;1ra dosis;10;Vacunación Programática;Norte;Varicela
Colina;2023-01-18;1ra dosis;5;Vacunación Programática;Norte;Varicela
Colina;2023-01-19;1ra dosis;10;Vacunación Programática;Norte;Varicela
Colina;2023-01-20;1ra dosis;5;Vacunación Programática;Norte;Varicela
Colina;2023-01-21;1ra dosis;4;Vacunación Programática;Norte;Varicela
Colina;2023-01-23;1ra dosis;11;Vacunación Programática;Norte;Varicela
Colina;2023-01-24;1ra dosis;12;Vacunación Programática;Norte;Varicela
Colina;2023-01-25;1ra dosis;5;Vacunación Programática;Norte;Varicela
Colina;2023-01-26;1ra dosis;3;Vacunación Programática;Norte;Varicela
Colina;2023-01-27;1ra dosis;11;Vacunación Programática;Norte;Varicela
Colina;2023-01-30;1ra dosis;6;Vacunación Programática;Norte;Varicela
Colina;2023-01-31;1ra dosis;8;Vacunación Programática;Norte;Varicela
Colina;2023-02-01;1ra dosis;2;Vacunación Programática;Norte;Varicela
Colina;2023-02-02;1ra dosis;10;Vacunación Programática;Norte;Varicela
Colina;2023-02-03;1ra dosis;9;Vacunación Programática;Norte;Varicela
Colina;2023-02-04;1ra dosis;2;Vacunación Programática;Norte;Varicela
Colina;2023-02-06;1ra dosis;9;Vacunación Programática;Norte;Varicela
Colina;2023-02-07;1ra dosis;7;Vacunación Programática;Norte;Varicela
Colina;2023-02-08;1ra dosis;9;Vacunación Programática;Norte;Varicela
Colina;2023-02-09;1ra dosis;5;Vacunación Programática;Norte;Varicela
Colina;2023-02-10;1ra dosis;6;Vacunación Programática;Norte;Varicela
Colina;2023-02-11;1ra dosis;2;Vacunación Programática;Norte;Varicela
Colina;2023-02-13;1ra dosis;7;Vacunación Programática;Norte;Varicela
Colina;2023-02-14;1ra dosis;8;Vacunación Programática;Norte;Varicela
Colina;2023-02-15;1ra dosis;7;Vacunación Programática;Norte;Varicela
Colina;2023-02-16;1ra dosis;12;Vacunación Programática;Norte;Varicela
Colina;2023-02-17;1ra dosis;10;Vacunación Programática;Norte;Varicela
Colina;2023-02-20;1ra dosis;8;Vacunación Programática;Norte;Varicela
Colina;2023-02-21;1ra dosis;6;Vacunación Programática;Norte;Varicela
Colina;2023-02-22;1ra dosis;8;Vacunación Programática;Norte;Varicela
Colina;2023-02-23;1ra dosis;8;Vacunación Programática;Norte;Varicela
Colina;2023-02-24;1ra dosis;13;Vacunación Programática;Norte;Varicela
Colina;2023-02-25;1ra dosis;2;Vacunación Programática;Norte;Varicela
Colina;2023-02-27;1ra dosis;6;Vacunación Programática;Norte;Varicela
Colina;2023-02-28;1ra dosis;7;Vacunación Programática;Norte;Varicela
Colina;2023-03-01;1ra dosis;12;Vacunación Programática;Norte;Varicela
Colina;2023-03-02;1ra dosis;2;Vacunación Programática;Norte;Varicela
Colina;2023-03-03;1ra dosis;15;Vacunación Programática;Norte;Varicela
Colina;2023-03-04;1ra dosis;4;Vacunación Programática;Norte;Varicela
Colina;2023-03-06;1ra dosis;8;Vacunación Programática;Norte;Varicela
Colina;2023-03-07;1ra dosis;8;Vacunación Programática;Norte;Varicela
Colina;2023-03-08;1ra dosis;3;Vacunación Programática;Norte;Varicela
Colina;2023-03-09;1ra dosis;5;Vacunación Programática;Norte;Varicela
Colina;2023-03-10;1ra dosis;13;Vacunación Programática;Norte;Varicela
Colina;2023-03-11;1ra dosis;3;Vacunación Programática;Norte;Varicela
Colina;2023-03-13;1ra dosis;12;Vacunación Programática;Norte;Varicela
Colina;2023-03-14;1ra dosis;8;Vacunación Programática;Norte;Varicela
Colina;2023-03-15;1ra dosis;5;Vacunación Programática;Norte;Varicela
Colina;2023-03-16;1ra dosis;4;Vacunación Programática;Norte;Varicela
Colina;2023-03-17;1ra dosis;8;Vacunación Programática;Norte;Varicela
Colina;2023-03-18;1ra dosis;3;Vacunación Programática;Norte;Varicela
Colina;2023-03-20;1ra dosis;13;Vacunación Programática;Norte;Varicela
Colina;2023-03-21;1ra dosis;7;Vacunación Programática;Norte;Varicela
Colina;2023-03-22;1ra dosis;7;Vacunación Programática;Norte;Varicela
Colina;2023-03-23;1ra dosis;11;Vacunación Programática;Norte;Varicela
Colina;2023-03-24;1ra dosis;9;Vacunación Programática;Norte;Varicela
Colina;2023-03-25;1ra dosis;3;Vacunación Programática;Norte;Varicela
Colina;2023-03-27;1ra dosis;5;Vacunación Programática;Norte;Varicela
Colina;2023-03-28;1ra dosis;9;Vacunación Programática;Norte;Varicela
Colina;2023-03-29;1ra dosis;11;Vacunación Programática;Norte;Varicela
Colina;2023-03-30;1ra dosis;7;Vacunación Programática;Norte;Varicela
Colina;2023-03-31;1ra dosis;13;Vacunación Programática;Norte;Varicela
Colina;2023-04-01;1ra dosis;5;Vacunación Programática;Norte;Varicela
Colina;2023-04-03;1ra dosis;5;Vacunación Programática;Norte;Varicela
Colina;2023-04-04;1ra dosis;9;Vacunación Programática;Norte;Varicela
Colina;2023-04-05;1ra dosis;5;Vacunación Programática;Norte;Varicela
Colina;2023-04-06;1ra dosis;16;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-03;1ra dosis;1;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-04;1ra dosis;3;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-05;1ra dosis;6;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-06;1ra dosis;4;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-09;1ra dosis;6;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-10;1ra dosis;4;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-11;1ra dosis;6;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-12;1ra dosis;5;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-13;1ra dosis;1;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-16;1ra dosis;3;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-17;1ra dosis;6;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-18;1ra dosis;3;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-19;1ra dosis;6;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-20;1ra dosis;4;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-23;1ra dosis;5;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-24;1ra dosis;5;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-25;1ra dosis;3;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-26;1ra dosis;5;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-27;1ra dosis;4;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-30;1ra dosis;4;Vacunación Programática;Norte;Varicela
Conchalí;2023-01-31;1ra dosis;3;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-01;1ra dosis;4;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-02;1ra dosis;3;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-03;1ra dosis;5;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-04;1ra dosis;1;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-06;1ra dosis;6;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-07;1ra dosis;2;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-08;1ra dosis;2;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-09;1ra dosis;3;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-10;1ra dosis;6;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-13;1ra dosis;5;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-14;1ra dosis;5;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-15;1ra dosis;3;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-16;1ra dosis;5;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-17;1ra dosis;4;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-20;1ra dosis;3;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-21;1ra dosis;1;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-22;1ra dosis;4;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-23;1ra dosis;7;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-24;1ra dosis;5;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-27;1ra dosis;6;Vacunación Programática;Norte;Varicela
Conchalí;2023-02-28;1ra dosis;1;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-02;1ra dosis;4;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-03;1ra dosis;6;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-06;1ra dosis;10;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-07;1ra dosis;5;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-08;1ra dosis;3;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-09;1ra dosis;7;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-10;1ra dosis;4;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-13;1ra dosis;7;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-14;1ra dosis;6;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-15;1ra dosis;1;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-16;1ra dosis;2;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-17;1ra dosis;4;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-20;1ra dosis;9;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-21;1ra dosis;8;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-22;1ra dosis;5;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-23;1ra dosis;3;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-24;1ra dosis;3;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-27;1ra dosis;4;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-28;1ra dosis;3;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-29;1ra dosis;3;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-30;1ra dosis;4;Vacunación Programática;Norte;Varicela
Conchalí;2023-03-31;1ra dosis;4;Vacunación Programática;Norte;Varicela
Conchalí;2023-04-03;1ra dosis;3;Vacunación Programática;Norte;Varicela
Conchalí;2023-04-04;1ra dosis;4;Vacunación Programática;Norte;Varicela
Conchalí;2023-04-05;1ra dosis;4;Vacunación Programática;Norte;Varicela
Conchalí;2023-04-06;1ra dosis;6;Vacunación Programática;Norte;Varicela
Curacaví;2023-01-04;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-01-05;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-01-06;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-01-09;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-01-10;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-01-11;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-01-13;1ra dosis;3;Vacunación Programática;Occidente;Varicela
Curacaví;2023-01-16;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-01-17;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-01-19;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-01-20;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-01-23;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-01-24;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-01-25;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-01-26;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-01-30;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-01-31;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-02-01;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-02-06;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-02-09;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-02-10;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-02-14;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-02-15;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-02-17;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-02-20;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-02-21;1ra dosis;3;Vacunación Programática;Occidente;Varicela
Curacaví;2023-02-23;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-02-24;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-02-27;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-02-28;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-03-01;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-03-02;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-03-06;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-03-07;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-03-09;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-03-11;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-03-13;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-03-14;1ra dosis;1;Vacunación Programática;Occidente;Varicela
Curacaví;2023-03-15;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-03-16;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-03-17;1ra dosis;2;Vacunación Programática;Occidente;Varicela
Curacaví;2023-03-21;1ra dosis;3;Vacunación Programática;Occidente;Varicela
